id,difficulty,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
2211,A2,118.94,0,-0.06,4411.891428571429,4394.7,14661.76,32.01,943.4399999999999,4953.945,2839.421428571429,1640.14,8296.08,32.77,243.88500000000002,4709.595,4016.2042857142856,2486.93,14661.76,30.57,940.4399999999999,4526.645,3.4285714285714284,4.0,5.0,2.0,2.5,4.0,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
2212,A1,20.97,1,15.8,8046.933333333334,9992.77,13589.7,558.33,5275.55,11791.235,2201.1466666666665,2854.93,3507.16,241.35,1548.1399999999999,3181.045,5187.626666666667,1414.85,13589.7,558.33,986.5899999999999,7502.275000000001,5.333333333333333,5.0,7.0,4.0,4.5,6.0,1.6666666666666667,2.0,2.0,1.0,1.5,2.0
2213,C2,30.62,3,23.15,8679.295,5897.724999999999,25220.86,37.52,825.3625000000001,13389.955,13353.188333333332,8735.914999999999,38928.92,22.23,749.0550000000001,21391.015,8675.696666666667,5897.724999999999,25220.86,22.01,820.8025,13389.955,4.166666666666667,3.0,8.0,2.0,2.25,6.0,1.5,1.0,3.0,1.0,1.0,1.75
2214,C2,38.49,8,19.2,5801.685625,142.63,32236.5,0.32,17.47,8110.9825,6768.678749999999,157.23,38928.92,0.14,9.29,10856.5525,4999.898125,142.63,25220.86,0.22,17.47,8110.9825,4.6875,3.0,11.0,1.0,2.0,7.5,1.625,1.0,3.0,1.0,1.0,2.25
2215,B1,84.42,1,13.27,4656.1016666666665,356.80499999999995,25220.86,6.85,62.6,4830.3125,6532.702499999999,313.78499999999997,38928.92,3.92,32.9375,5959.66,4653.683333333333,348.59999999999997,25220.86,2.66,62.550000000000004,4830.3125,4.5,3.5,12.0,1.0,2.0,5.5,1.5833333333333333,1.0,4.0,1.0,1.0,2.0
2216,A2,76.05,3,12.63,8010.328461538462,4520.53,32236.5,2.48,626.0,8813.48,7181.217692307691,4463.72,38928.92,0.68,465.54,6991.49,5396.1469230769235,2735.96,25220.86,1.55,363.68,5179.05,5.3076923076923075,4.0,11.0,1.0,3.0,8.0,1.6923076923076923,1.0,5.0,1.0,1.0,2.0
2217,C2,83.41,2,11.3,6733.496923076925,2374.91,25983.2,1.07,26.46,12190.4,6148.3153846153855,1522.91,23633.92,1.28,53.11,10862.77,6026.406153846154,2374.91,25983.2,0.06,5.17,12190.4,5.076923076923077,4.0,11.0,1.0,2.0,8.0,1.6153846153846154,1.0,3.0,1.0,1.0,2.0
2218,B1,83.66,2,8.82,4633.275,1618.855,22287.83,7.43,333.51250000000005,5674.0375,5007.597500000001,2326.99,15832.09,1.55,375.98,8420.845,4112.492,1451.03,18188.15,0.93,70.4525,5674.0375,4.4,4.0,9.0,2.0,3.0,6.0,1.5,1.0,3.0,1.0,1.0,2.0
2219,C2,-63.27,29,13.77,4651.72090909091,250.15,25220.86,0.0,37.790000000000006,5603.1,6539.1420979020995,423.18,38928.92,1.22,15.440000000000001,7402.7,4390.659300699301,175.56,25220.86,0.0,9.765,5344.98,4.496503496503497,4.0,13.0,1.0,2.0,6.0,1.5944055944055944,1.0,6.0,1.0,1.0,2.0
2220,C1,33.41,9,18.92,5076.682,182.44,25220.86,0.21,19.34,5516.52,7384.0276,115.34,38928.92,0.0,3.92,7923.24,4837.2339999999995,78.26,25220.86,0.21,7.03,5344.98,5.72,4.0,16.0,1.0,2.0,9.0,2.08,1.0,6.0,1.0,1.0,3.0
2221,A2,102.44,0,6.73,6742.929999999999,3075.07,32236.5,38.31,607.87,9997.735,6251.87,2809.53,20879.73,14.53,419.935,11194.39,4655.581999999999,1063.32,19417.69,38.31,464.24,6626.415,3.466666666666667,3.0,8.0,1.0,2.5,4.0,1.1333333333333333,1.0,2.0,1.0,1.0,1.0
2222,C2,43.57,8,15.16,5713.773111111111,1374.43,32236.5,0.47,78.26,8720.38,6298.255555555555,933.99,38928.92,2.3,52.5,12800.81,4121.68088888889,842.18,25220.86,0.0,31.59,7078.55,4.711111111111111,4.0,13.0,1.0,2.0,6.0,1.5333333333333334,1.0,4.0,1.0,1.0,2.0
2223,B2,78.59,2,10.62,6037.968333333333,1036.5,25220.86,0.27,357.69500000000005,7769.0525,8884.027083333332,759.9,38928.92,1.42,375.4575,12546.435000000001,5684.330833333333,471.51,25220.86,0.22,42.82,7769.0525,4.875,5.5,9.0,2.0,2.0,7.0,1.5416666666666667,1.0,3.0,1.0,1.0,2.0
2224,A2,86.96,1,7.67,6122.407826086956,709.79,25220.86,23.18,107.22,12549.74,9277.523043478259,924.05,38928.92,19.46,98.275,19209.05,6092.36652173913,367.43,25220.86,8.85,88.195,12549.74,4.304347826086956,4.0,10.0,1.0,2.0,7.0,1.391304347826087,1.0,3.0,1.0,1.0,2.0
2225,B1,78.08,2,7.35,5549.692727272728,1176.94,25220.86,3.62,62.585,8651.89,8304.594545454545,1579.05,38928.92,2.03,94.765,11357.125,5455.814545454546,1176.94,25220.86,3.44,62.165000000000006,8651.89,3.8181818181818183,2.0,7.0,1.0,2.0,6.0,1.4545454545454546,1.0,3.0,1.0,1.0,2.0
2226,A1,70.46,0,8.7,2415.4224999999997,438.5,8720.38,64.31,122.13499999999999,2731.7875,3877.96,423.315,14662.3,2.91,91.44,4209.835,2319.1974999999998,256.32,8720.38,43.77,59.175000000000004,2516.3424999999997,4.25,4.5,7.0,1.0,2.5,6.25,1.75,1.5,3.0,1.0,1.0,2.25
2227,B2,82.65,2,10.91,8403.717142857142,4062.45,32236.5,0.51,65.6,13589.7,8098.82,3507.16,38928.92,0.74,140.07,12800.81,5291.479523809523,426.7,25220.86,0.39,46.29,8720.38,4.476190476190476,4.0,10.0,1.0,2.0,6.0,1.5238095238095237,1.0,4.0,1.0,1.0,2.0
2228,C1,81.38,3,13.04,5818.648571428571,1631.005,32236.5,0.0,249.8075,7845.0599999999995,5638.224285714285,1167.16,20879.73,0.81,333.1775,11825.7125,3359.2035714285707,294.2,13652.76,0.0,88.15,4747.045,4.571428571428571,4.0,10.0,2.0,2.25,6.0,1.5,1.0,3.0,1.0,1.0,2.0
2229,B2,54.73,4,10.63,5511.585666666667,1209.26,32236.5,14.02,79.045,7919.414999999999,7229.821666666666,1029.7,38928.92,2.97,46.2,12977.535,4271.847666666667,227.45,25220.86,2.13,42.4625,5107.41,4.366666666666666,3.5,12.0,1.0,2.0,5.75,1.5666666666666667,1.0,4.0,1.0,1.0,2.0
2230,C2,55.24,3,13.23,5076.2052631578945,147.54,32236.5,2.19,27.835,4035.1899999999996,5773.581578947368,110.88,38928.92,2.91,12.67,6101.3150000000005,4398.978947368421,119.54,25220.86,1.79,21.325,4035.1899999999996,4.7894736842105265,4.0,13.0,1.0,2.0,5.5,1.8421052631578947,1.0,5.0,1.0,1.0,2.0
2231,B1,112.59,0,-4.43,6809.111666666667,7055.4349999999995,12190.4,214.08,4641.030000000001,9641.1775,5522.556666666666,2970.8450000000003,19209.05,486.42,2708.5825,4400.475,4542.543333333333,2778.0950000000003,12190.4,105.51,914.98,7526.4375,2.8333333333333335,3.0,5.0,1.0,1.25,4.0,1.1666666666666667,1.0,2.0,1.0,1.0,1.0
2232,C2,61.84,3,12.65,4361.27962962963,1913.83,13652.76,5.2,106.325,7205.03,6498.062222222221,1466.42,20879.73,3.92,170.945,11697.435,4200.831481481482,986.59,13652.76,0.16,63.815,7205.03,4.62962962962963,3.0,15.0,1.0,2.0,6.0,1.5925925925925926,1.0,5.0,1.0,1.0,2.0
2233,B2,65.64,3,19.02,4507.325,78.26,32236.5,2.09,19.447499999999998,376.47,2771.119375,30.269999999999996,15085.47,1.55,4.5275,1197.1475,1778.145,78.26,19417.69,0.39,6.6850000000000005,373.32,4.9375,4.0,13.0,1.0,2.75,7.0,1.625,1.0,4.0,1.0,1.0,2.0
2234,C1,30.88,13,15.86,4472.219534883721,607.21,25220.86,0.12,22.625,8314.115,6658.884418604649,383.24,38928.92,2.91,26.924999999999997,12125.134999999998,4380.211627906978,190.21,25220.86,0.09,10.370000000000001,8314.115,5.162790697674419,4.0,14.0,1.0,2.0,8.0,1.7906976744186047,1.0,4.0,1.0,1.0,3.0
2235,A1,108.28,0,-8.18,5186.075,5186.075,9992.77,379.38,2782.7275000000004,7589.422500000001,1454.22,1454.22,2854.93,53.51,753.8649999999999,2154.575,1880.4950000000001,1880.4950000000001,3382.55,378.44,1129.4675,2631.5225,3.5,3.5,5.0,2.0,2.75,4.25,1.5,1.5,2.0,1.0,1.25,1.75
2236,A2,93.81,1,9.66,6155.796,1330.355,22287.83,31.98,238.63250000000002,10521.93,5559.681,2542.87,19209.05,23.04,292.4825,8577.164999999999,5205.696000000001,1330.355,18188.15,1.85,126.825,10479.045,4.9,3.5,11.0,1.0,3.0,7.75,1.5,1.0,3.0,1.0,1.0,1.75
2237,B1,92.8,2,11.58,5789.665454545456,842.18,32236.5,5.57,62.965,6620.455,5958.353636363637,680.54,23633.92,6.22,86.285,10826.895,4622.722727272728,842.18,19417.69,4.0,55.489999999999995,6620.455,5.181818181818182,4.0,11.0,2.0,3.0,6.5,1.7272727272727273,1.0,4.0,1.0,1.0,2.0
2238,C1,27.07,8,23.85,3449.2526923076916,154.33,25220.86,0.09,5.62,6369.1425,5478.358076923077,138.11,38928.92,0.14,24.607499999999998,8122.75,3416.8273076923074,8.99,25220.86,0.02,4.4025,6369.1425,6.769230769230769,6.0,15.0,2.0,3.0,10.0,2.1153846153846154,2.0,5.0,1.0,1.0,3.0
2239,B1,98.13,1,7.24,4026.8492307692313,907.69,14946.48,16.68,176.57,5689.68,4804.880769230769,1358.65,23633.92,29.46,274.32,8296.08,3260.2661538461543,281.35,14946.48,1.38,142.15,4658.59,4.384615384615385,4.0,8.0,2.0,3.0,5.0,1.3076923076923077,1.0,3.0,1.0,1.0,1.0
2240,B2,54.48,5,12.65,5524.324814814817,256.19,25220.86,0.28,36.615,11040.195,7468.235925925925,486.42,38928.92,0.14,38.685,11141.625,5151.9314814814825,148.34,25220.86,0.27,26.82,9583.085000000001,4.592592592592593,4.0,12.0,1.0,2.0,6.5,1.5925925925925926,1.0,4.0,1.0,1.0,2.0
2241,B1,99.14,1,6.48,5733.516666666666,4817.975,14946.48,0.14,59.59,9852.99,7086.384999999999,2530.78,23633.92,0.47,162.32999999999998,10520.1675,5128.018333333333,1401.715,14946.48,0.14,18.24,9852.99,4.25,4.0,8.0,2.0,2.0,5.25,1.3333333333333333,1.0,3.0,1.0,1.0,1.25
2242,B1,85.44,2,10.54,4134.307272727273,1653.76,18188.15,9.45,78.26,5023.525,3473.624545454545,1250.41,15832.09,3.92,13.48,4279.795,3603.657272727273,1318.11,18188.15,3.92,78.26,2541.95,3.727272727272727,3.0,10.0,1.0,1.5,4.0,1.4545454545454546,1.0,4.0,1.0,1.0,1.0
2243,A2,94.07,3,3.42,7571.929117647059,4502.57,25220.86,18.17,101.4625,13144.4675,9899.123529411763,6393.005,38928.92,10.54,114.12,15261.7375,6797.137941176471,4502.57,25220.86,1.95,58.415,12703.715,3.6176470588235294,3.0,11.0,1.0,2.0,5.0,1.2941176470588236,1.0,3.0,1.0,1.0,1.0
2244,B2,83.66,2,12.01,4571.549499999999,463.885,25220.86,15.66,64.64,2693.895,7136.8675,719.49,38928.92,2.91,121.455,4776.1275000000005,4477.513,243.32,25220.86,1.23,56.8025,2651.0099999999998,4.3,4.5,9.0,1.0,2.0,6.0,1.35,1.0,3.0,1.0,1.0,2.0
2245,B1,97.11,0,7.01,4329.302857142858,551.47,25220.86,8.21,100.5425,3146.92,4633.046428571429,327.4,38928.92,1.55,36.66,4225.3724999999995,2525.5514285714285,156.9,25220.86,8.21,82.535,1347.315,3.7142857142857144,2.5,10.0,1.0,2.0,4.75,1.2857142857142858,1.0,3.0,1.0,1.0,1.0
2246,C2,61.08,3,15.27,3531.068285714285,504.69,25220.86,0.61,69.805,4157.34,4574.587428571429,605.14,38928.92,1.55,80.235,3521.52,3315.0442857142857,277.53,25220.86,0.01,24.585,3772.33,5.0,4.0,13.0,1.0,2.5,6.5,1.5714285714285714,1.0,3.0,1.0,1.0,2.0
2247,A1,58.79,0,-4.81,558.33,558.33,558.33,558.33,558.33,558.33,241.35,241.35,241.35,241.35,241.35,241.35,558.33,558.33,558.33,558.33,558.33,558.33,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0
2248,A1,78.84,0,3.43,13026.555,13026.555,25983.2,69.91,6548.2325,19504.877500000002,5438.75,5438.75,10862.77,14.73,2726.7400000000002,8150.76,13026.555,13026.555,25983.2,69.91,6548.2325,19504.877500000002,1.5,1.5,2.0,1.0,1.25,1.75,1.0,1.0,1.0,1.0,1.0,1.0
2249,B1,82.14,1,7.37,1983.4571428571428,726.44,4658.59,22.63,206.885,4031.3849999999998,1953.1842857142856,329.12,8296.08,5.27,99.355,2421.555,1982.3657142857141,726.44,4658.59,20.95,203.905,4031.3849999999998,4.714285714285714,4.0,9.0,2.0,3.5,5.5,1.5714285714285714,1.0,3.0,1.0,1.0,2.0
2250,C1,66.91,4,14.62,4901.9631818181815,675.9849999999999,25220.86,0.0,65.93,7704.932499999999,5931.723636363637,1546.0500000000002,38928.92,2.5,72.83500000000001,7098.85,3730.8095454545455,251.77,25220.86,0.0,4.395,4326.6625,5.0,4.0,13.0,1.0,3.0,6.75,1.5909090909090908,1.0,4.0,1.0,1.0,2.0
2251,A2,111.83,0,-0.48,9933.531428571427,8766.93,25220.86,9.67,6030.8875,13652.76,9546.71142857143,5328.99,38928.92,11.08,4557.385,13195.509999999998,8878.276428571427,8586.4,25220.86,9.67,1714.8125,13652.76,2.9285714285714284,2.5,6.0,1.0,2.0,3.75,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
2252,B2,60.57,3,13.11,6869.63,2813.77,32236.5,0.23,58.71,10814.73,7341.3584210526315,3086.76,38928.92,0.07,124.02000000000001,13731.555,4529.426315789474,1449.03,25220.86,0.12,21.94,6714.73,4.473684210526316,4.0,11.0,1.0,2.0,6.0,1.4210526315789473,1.0,4.0,1.0,1.0,1.5
2253,C2,56.25,5,14.96,6011.324705882353,1589.92,32236.5,0.12,20.97,5689.68,5964.331176470588,2003.58,23633.92,0.2,39.12,8732.57,3206.1294117647053,1041.22,14946.48,0.1,18.96,5344.98,5.588235294117647,4.0,13.0,1.0,2.0,10.0,2.0,1.0,5.0,1.0,1.0,3.0
2254,C1,91.78,0,7.47,2591.428181818182,3737.75,5689.68,10.35,462.875,4254.9349999999995,3056.6845454545455,3867.84,8732.57,1.62,276.93,5322.5,2415.586363636364,3737.75,5689.68,9.36,27.04,4254.9349999999995,4.181818181818182,4.0,7.0,2.0,2.0,6.0,1.4545454545454546,1.0,2.0,1.0,1.0,2.0
2255,C1,31.89,12,15.62,3768.465,352.02,32236.5,0.25,9.420000000000002,5753.797500000001,4725.268999999999,446.92499999999995,23633.92,0.07,10.1675,7426.76,3275.7015,87.37,19417.69,0.24,4.665,5689.68,5.425,4.0,13.0,1.0,3.0,8.25,1.85,1.0,5.0,1.0,1.0,3.0
2256,C2,64.88,4,12.25,5777.699166666666,1364.63,25220.86,0.55,13.857500000000002,12555.99,7870.977916666666,1096.89,38928.92,0.95,39.21,15574.4625,5635.7716666666665,232.41,25220.86,0.48,4.0600000000000005,12555.99,4.833333333333333,4.0,11.0,1.0,2.0,7.0,1.625,1.0,5.0,1.0,1.0,2.0
2257,A1,104.22,0,6.56,9366.231249999999,4660.0,32236.5,50.99,1004.7875,10639.1525,4553.12625,2809.19,15085.47,70.34,879.58,5202.655,7144.46,2537.33,25983.2,17.79,911.925,8768.7475,4.0,3.0,8.0,2.0,2.75,4.75,1.25,1.0,2.0,1.0,1.0,1.25
2258,C1,63.87,6,12.02,4087.5331999999994,1004.83,25220.86,0.04,31.67,5689.68,6103.602799999999,853.31,38928.92,0.0,38.92,6882.16,3795.4903999999997,424.28,25220.86,0.04,6.36,4394.7,5.0,4.0,11.0,2.0,2.0,8.0,1.68,1.0,4.0,1.0,1.0,2.0
2259,C1,71.99,2,14.85,3362.79125,198.48,14946.48,0.16,5.992500000000001,4916.3625,5007.56875,143.82,23633.92,0.34,7.484999999999999,8405.2025,3321.3837500000004,126.01,14946.48,0.16,3.1275,4916.3625,5.625,5.0,14.0,1.0,2.0,8.0,1.75,2.0,4.0,1.0,1.0,2.0
2260,C2,43.57,9,13.25,7044.705111111112,2177.25,32236.5,0.09,68.05,13652.76,8708.712222222222,2429.86,38928.92,0.54,62.23,14662.3,6035.756888888889,1063.32,25220.86,0.03,23.72,12190.4,5.111111111111111,4.0,12.0,1.0,2.0,8.0,1.7333333333333334,1.0,4.0,1.0,1.0,2.0
2261,C1,84.68,1,12.01,6142.406666666666,1792.5149999999999,25220.86,6.54,76.4825,6690.030000000001,7849.636111111112,3196.115,38928.92,3.92,72.43,6890.5599999999995,5328.4672222222225,755.595,25220.86,0.03,26.635,6439.045,4.444444444444445,4.0,9.0,1.0,2.0,7.0,1.6111111111111112,1.0,3.0,1.0,1.0,2.0
2262,C1,32.15,9,16.73,4800.08,316.25,32236.5,0.03,44.06,8720.38,6504.498936170212,468.58,38928.92,0.54,30.1,14106.49,4058.791276595745,186.61,25220.86,0.03,15.555,7388.045,4.957446808510638,4.0,15.0,1.0,2.5,6.0,1.5106382978723405,1.0,4.0,1.0,1.0,2.0
2263,B1,57.77,1,7.1,7646.633333333334,5249.3,13589.7,4100.9,4675.1,9419.5,2821.0833333333335,3315.95,3507.16,1640.14,2478.045,3411.555,5824.66,3330.88,13589.7,553.4,1942.14,8460.29,4.333333333333333,4.0,6.0,3.0,3.5,5.0,1.3333333333333333,1.0,2.0,1.0,1.0,1.5
2264,A1,94.57,0,-4.51,6127.19,6127.19,12190.4,63.98,3095.585,9158.795,9655.1,9655.1,19209.05,101.15,4878.124999999999,14432.075,6125.035,6125.035,12190.4,59.67,3092.3525,9157.717499999999,4.5,4.5,8.0,1.0,2.75,6.25,1.5,1.5,2.0,1.0,1.25,1.75
2265,B2,48.89,5,13.05,7990.061111111113,1222.51,32236.5,1.2,44.902499999999996,14623.05,8925.368333333332,1547.5,38928.92,0.54,49.125,14514.305,5471.592777777778,650.385,25220.86,0.36,20.68,6896.64,4.777777777777778,3.5,11.0,1.0,2.0,7.5,1.8333333333333333,1.0,5.0,1.0,1.0,2.75
2266,B2,35.45,9,14.58,5656.351886792454,618.62,32236.5,3.6,50.68,7907.85,7998.938490566037,1229.39,38928.92,2.97,62.43,10624.93,5335.615849056604,202.57,25220.86,0.28,17.42,7907.85,5.0754716981132075,4.0,14.0,1.0,2.0,8.0,1.6037735849056605,1.0,5.0,1.0,1.0,2.0
2267,B1,85.69,1,11.42,3771.1166666666663,168.965,13652.76,8.21,28.9925,7078.55,4374.842777777778,114.76499999999999,18310.95,2.97,19.8825,6198.24,3768.378333333333,150.015,13652.76,8.0,27.5675,7078.55,4.222222222222222,4.0,10.0,1.0,2.0,5.0,1.5,1.0,3.0,1.0,1.0,2.0
2268,A1,104.22,0,10.74,6836.56142857143,1902.27,25983.2,69.91,393.19,9557.085000000001,2837.7042857142856,2320.68,10862.77,14.73,249.395,3083.48,6016.648571428572,353.43,25983.2,67.28,110.33,7745.985000000001,4.571428571428571,5.0,7.0,1.0,3.0,6.5,1.2857142857142858,1.0,2.0,1.0,1.0,1.5
2269,C2,56.26,3,10.4,3437.0646808510646,1003.44,14946.48,0.38,114.01,6297.535,4798.459999999999,1023.38,23633.92,0.88,172.6,5763.615,3188.8627659574477,473.5,14946.48,0.0,6.25,4337.93,4.617021276595745,4.0,9.0,1.0,3.0,6.0,1.425531914893617,1.0,3.0,1.0,1.0,2.0
2270,C1,41.03,7,17.07,4032.3208823529403,593.47,25220.86,0.17,48.7175,5836.545,6130.122941176471,770.1999999999999,38928.92,1.42,14.7825,9716.57,4022.1891176470576,593.47,25220.86,0.04,14.6325,5836.545,4.9411764705882355,4.0,15.0,1.0,2.25,7.75,1.7647058823529411,1.0,6.0,1.0,1.0,2.0
2271,A1,84.17,1,13.08,8204.59857142857,2177.25,32236.5,38.31,335.02500000000003,11155.04,5074.721428571429,2068.11,15085.47,14.53,92.74000000000001,9084.73,3699.5499999999997,1449.03,13589.7,38.31,276.495,5133.41,4.0,4.0,9.0,1.0,2.5,4.5,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
2272,A2,69.45,2,9.6,10279.498,4062.45,32236.5,1.48,150.58,14946.48,8771.0,5014.53,23633.92,2.97,118.11,15085.47,7712.649999999999,4062.45,19417.69,1.48,135.15,14946.48,5.4,4.0,9.0,2.0,3.0,9.0,1.8,1.0,3.0,1.0,1.0,3.0
2273,B1,93.81,0,11.4,8882.430999999999,4310.715,32236.5,38.07,362.92749999999995,7962.705,6512.926,5153.719999999999,15085.47,38.45,331.315,13179.8675,4300.831,2201.62,19417.69,21.22,88.1275,5397.3925,5.2,5.0,9.0,2.0,3.0,7.5,1.5,1.0,3.0,1.0,1.0,2.0
2274,A1,103.2,0,2.1,9292.721428571427,9992.77,25983.2,9.84,963.18,13568.439999999999,8294.497142857143,2854.93,23633.92,0.0,750.4050000000001,15035.91,7892.971428571429,1644.99,25983.2,8.99,238.37,13568.439999999999,4.0,4.0,7.0,1.0,2.0,6.0,1.2857142857142858,1.0,2.0,1.0,1.0,1.5
2275,B1,52.7,7,10.86,5060.6852777777785,4062.45,25220.86,7.09,93.26249999999999,5689.68,6209.840833333333,3148.8500000000004,38928.92,3.65,130.7975,7142.43,4673.362777777778,2823.2,25220.86,4.58,75.695,5689.68,4.388888888888889,3.5,13.0,1.0,2.0,5.5,1.5833333333333333,1.0,5.0,1.0,1.0,2.0
2276,B1,85.44,1,10.01,6528.734545454544,1913.83,32236.5,78.26,415.425,8292.55,4632.266363636363,1547.5,19209.05,3.92,336.78999999999996,5099.055,5056.030909090908,1222.51,19417.69,5.01,75.695,8292.55,4.090909090909091,3.0,9.0,1.0,2.0,7.0,1.3636363636363635,1.0,3.0,1.0,1.0,1.5
2277,C1,50.67,7,15.85,6748.652222222223,2408.26,32236.5,0.03,12.34,8720.38,6138.667777777778,1874.02,23633.92,1.76,19.087500000000002,13841.89,3387.327222222222,438.01,14946.48,0.0,0.7525000000000001,4718.445,5.555555555555555,5.0,11.0,2.0,2.75,8.0,1.6944444444444444,1.0,4.0,1.0,1.0,2.0
2278,C2,51.43,5,15.97,2920.9527586206887,134.42,32236.5,0.37,45.35,4062.45,2738.6813793103447,167.91,18310.95,0.14,5.81,3315.95,2393.194482758621,110.36,19417.69,0.35,31.59,3330.88,4.793103448275862,4.0,12.0,1.0,3.0,7.0,1.6206896551724137,1.0,4.0,1.0,1.0,2.0
2279,A2,105.49,0,-0.31,3753.751538461539,392.09,13652.76,4.92,64.31,5689.68,5277.21076923077,324.8,20879.73,2.91,79.19,8732.57,3711.4453846153847,223.77,13652.76,4.89,64.31,5689.68,2.769230769230769,2.0,5.0,1.0,2.0,4.0,1.1538461538461537,1.0,2.0,1.0,1.0,1.0
2280,A2,97.11,0,7.82,4193.713571428571,2217.11,13222.93,9.33,270.9,6055.71,5797.393571428571,2000.7800000000002,20879.73,1.55,224.615,10624.93,3491.0078571428567,317.16499999999996,13222.93,4.49,51.4025,6055.71,4.285714285714286,4.0,7.0,2.0,3.0,6.0,1.2857142857142858,1.0,2.0,1.0,1.0,1.75
2281,C1,59.55,1,14.91,5057.949090909092,226.95000000000002,25220.86,0.1,14.1725,8054.2125,7631.216818181819,143.275,38928.92,0.07,38.4625,13652.9575,4996.7468181818185,97.495,25220.86,0.1,6.699999999999999,8054.2125,5.545454545454546,6.0,11.0,1.0,2.25,8.0,1.7727272727272727,2.0,4.0,1.0,1.0,2.0
2282,B1,93.05,2,5.62,3873.2661111111106,658.345,13222.93,14.4,139.7475,7700.525000000001,5062.806666666667,567.9749999999999,19209.05,2.97,147.0475,9264.9975,3695.9105555555557,254.675,13222.93,3.06,75.005,7700.525000000001,3.7222222222222223,3.5,9.0,1.0,2.0,4.75,1.3333333333333333,1.0,3.0,1.0,1.0,1.0
2283,B2,83.41,2,13.5,4115.507692307691,968.57,12909.08,0.92,10.34,8720.38,5526.6907692307705,833.99,20879.73,0.2,17.84,14662.3,4054.1999999999994,968.57,12909.08,0.16,3.49,8720.38,5.461538461538462,5.0,12.0,2.0,3.0,8.0,1.6153846153846154,1.0,4.0,1.0,1.0,2.0
2284,B1,65.9,2,11.26,8172.248260869565,1753.02,32236.5,1.23,52.505,14299.619999999999,11197.030869565217,3727.09,38928.92,1.42,80.57499999999999,19595.34,6827.830434782609,1449.03,25220.86,0.3,36.459999999999994,13280.92,4.869565217391305,4.0,13.0,2.0,2.0,7.0,1.6956521739130435,1.0,6.0,1.0,1.0,2.0
2285,A1,101.17,0,7.34,4154.2981818181825,2326.08,12087.62,8.21,306.96,6799.355,3962.032727272727,1877.57,13550.68,4.73,200.47,4965.57,3027.0900000000006,725.09,12087.62,8.21,235.11,3000.88,3.8181818181818183,4.0,6.0,1.0,2.5,5.0,1.1818181818181819,1.0,2.0,1.0,1.0,1.0
2286,C2,54.48,7,17.18,6536.866800000001,4100.9,25220.86,0.24,7.95,8813.48,9312.262799999999,3315.95,38928.92,0.07,6.55,14662.3,5924.015600000001,153.12,25220.86,0.04,4.65,8720.38,4.76,3.0,11.0,1.0,2.0,8.0,1.56,1.0,3.0,1.0,1.0,2.0
2287,B2,91.78,2,12.75,4348.839166666667,3011.91,13222.93,13.3,124.745,6745.1525,5273.424166666667,2809.53,20879.73,3.92,244.1725,6652.975,3443.4708333333333,1369.155,13222.93,1.6,65.26,3820.23,4.5,3.5,11.0,1.0,2.75,6.25,1.25,1.0,3.0,1.0,1.0,1.0
2288,A1,130.36,0,-8.18,5699.003333333333,4100.9,8933.66,4062.45,4081.6749999999997,6517.28,3602.7066666666665,3315.95,5014.53,2477.64,2896.795,4165.24,5442.33,4062.45,8933.66,3330.88,3696.665,6498.055,3.0,3.0,4.0,2.0,2.5,3.5,1.0,1.0,1.0,1.0,1.0,1.0
2289,C2,77.06,3,11.82,5561.524166666667,1356.1299999999999,25983.2,1.01,273.8625,5518.507500000001,3406.4133333333334,1127.74,13841.89,4.12,264.185,3975.66,4335.77,324.985,25983.2,0.14,117.80000000000001,4222.987499999999,5.166666666666667,4.0,9.0,2.0,3.0,8.0,1.5833333333333333,1.0,3.0,1.0,1.0,2.25
2290,A2,94.57,0,-7.41,4498.985,4498.985,8933.66,64.31,2281.6475,6716.3225,1240.2749999999999,1240.2749999999999,2477.64,2.91,621.5925,1858.9575,4498.985,4498.985,8933.66,64.31,2281.6475,6716.3225,1.5,1.5,2.0,1.0,1.25,1.75,1.0,1.0,1.0,1.0,1.0,1.0
2291,B1,64.88,4,11.55,5666.784782608696,907.69,32236.5,0.49,115.56,9634.475,6594.655652173914,1358.65,23633.92,0.0,136.995,12855.2,4846.797826086957,823.62,19417.69,0.49,61.655,9634.475,4.565217391304348,4.0,12.0,1.0,2.0,7.0,1.6521739130434783,1.0,5.0,1.0,1.0,2.0
