,sentence,difficulty,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
3002,Tu as essayé de le recontacter,B1,75.79,1,3.35,12127.563333333334,14157.26,25220.86,0.38,3915.9900000000002,17584.855,12145.745,7668.92,38928.92,0.07,856.7750000000001,16933.415,9300.636666666667,7898.455,25220.86,0.27,629.0525,14409.51,4.166666666666667,2.0,11.0,2.0,2.0,5.0,1.8333333333333333,1.0,4.0,1.0,1.0,2.5
3003,Il a mis un cadre rouge autour du tableau.,B1,109.55,0,2.23,5502.543333333334,1004.83,18559.22,13.53,87.02,12087.62,5657.454444444445,1083.72,15832.09,42.84,273.24,12800.81,4055.5811111111116,228.57,13222.93,10.98,79.7,6350.91,3.6666666666666665,3.0,7.0,1.0,2.0,5.0,1.2222222222222223,1.0,2.0,1.0,1.0,1.0
3004,Elle fait des bons gâteaux,A1,113.61,0,3.8,4199.869999999999,4520.53,8813.48,55.19,1554.44,6055.71,4753.446,5328.99,10624.93,32.16,789.66,6991.49,2681.81,2751.99,6055.71,12.85,67.97,4520.53,4.4,4.0,7.0,3.0,4.0,4.0,1.2,1.0,2.0,1.0,1.0,1.0
3005,"Pour chaque histoire, j'écoute l'audio et en même j'écris ce que je comprends.",B1,90.77,0,9.03,4891.907692307693,907.69,25983.2,64.31,246.29,5689.68,4290.531538461539,1358.65,20879.73,2.91,359.53,6198.24,4787.323076923077,907.69,25983.2,64.31,246.29,5689.68,3.4615384615384617,2.0,9.0,1.0,2.0,4.0,1.1538461538461537,1.0,2.0,1.0,1.0,1.0
3006,"Vous n'avez pas, Monsleur Mitterrand, le monopole du ceur",C1,72.75,2,10.58,8306.098333333333,8992.2,18188.15,1.61,1105.9275,13636.995,6251.600000000001,5194.66,18310.95,3.11,885.1,8316.895,8306.050000000001,8992.2,18188.15,1.32,1105.9275,13636.995,3.3333333333333335,2.5,8.0,1.0,2.0,3.75,1.3333333333333333,1.0,3.0,1.0,1.0,1.0
3007,"Pour aller au travail, Marc porte une veste, un pantalon, une chemise et une belle cravate rouge",B1,86.71,1,8.7,4186.230588235294,671.86,12909.08,1.28,43.66,7907.85,4682.734117647058,620.07,20879.73,3.38,91.42,9587.97,3617.2970588235294,367.43,12909.08,1.18,36.48,7907.85,4.529411764705882,5.0,8.0,2.0,3.0,5.0,1.3529411764705883,1.0,3.0,1.0,1.0,2.0
3008,Le pacha vient en aide à un serpent (le roi des serpents) car l'un des commandements du Coran est de faire preuve d'hospitalité ses hôtes.,B1,78.59,2,8.3,5780.640800000001,757.68,32236.5,1.96,54.68,8813.48,6841.1812,1514.53,38928.92,2.43,21.08,10624.93,4923.2824,352.24,25220.86,1.96,54.68,6055.71,3.84,3.0,13.0,1.0,2.0,5.0,1.28,1.0,4.0,1.0,1.0,1.0
3009,"Par exemple, lorsque le chien signale quelque chose, le maître doit comprendre le sens.",B1,111.83,0,11.53,3581.124285714286,889.06,13652.76,27.92,120.315,2867.8325,4508.794285714285,586.285,18310.95,27.5,190.215,3124.8625,3303.675,406.805,13652.76,7.26,117.8975,1645.2125,5.071428571428571,5.0,10.0,2.0,3.25,7.0,1.2857142857142858,1.0,2.0,1.0,1.0,1.75
3010,"Toute la petite famille apprécie alors l'air pur, la nature et le calme pendant quelques semaines avant de rentrer à Paris",A1,82.65,1,10.33,4878.777619047619,529.51,25220.86,26.61,78.26,12190.4,7293.948095238094,574.32,38928.92,3.92,95.88,18310.95,4691.3247619047615,355.66,25220.86,12.68,78.26,12190.4,4.619047619047619,5.0,8.0,1.0,2.0,7.0,1.5238095238095237,1.0,3.0,1.0,1.0,2.0
3011,C'est haut là-haut !,A1,108.28,0,1.52,565.1150000000001,77.86,2096.53,8.21,60.4475,582.5275,336.1325,125.07,1089.66,4.73,94.985,366.21750000000003,563.795,75.22,2096.53,8.21,58.4675,580.5475,2.75,3.0,4.0,1.0,1.75,4.0,1.0,1.0,1.0,1.0,1.0,1.0
3012,En Suisse les personnes physiques peuvent être assujetties à l'impôt sur le revenu et la fortune en raison de leurs liens personnels ou leur rattachement économique avec la Suisse.,B2,59.81,5,13.3,4742.445517241381,618.62,25220.86,0.13,35.89,8074.24,6902.81724137931,886.55,38928.92,0.68,38.38,8732.57,4272.170344827587,277.53,25220.86,0.01,12.42,5689.68,5.0,4.0,12.0,1.0,2.0,7.0,1.6206896551724137,1.0,4.0,1.0,1.0,2.0
3013,"Mon Dieu, elle a perdu la tête.",B1,118.94,0,-0.87,6257.225714285715,3848.99,18559.22,475.87,724.745,9733.505,6775.927142857143,2307.97,23633.92,377.36,659.97,9896.15,4455.74,3848.99,14946.48,217.23,653.02,5435.719999999999,3.2857142857142856,4.0,5.0,1.0,2.5,4.0,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
3014,"Le nombre de mal-nourris dans les pays les moins avancés a ainsi doublé au cours des trente dernières années, passant de 116 à 235 millions.",C1,78.59,1,9.23,5450.5391666666665,466.35,25220.86,15.29,138.4625,8720.38,7755.833750000001,593.8199999999999,38928.92,22.84,190.44,13266.182499999999,4849.654583333334,330.815,25220.86,0.4,34.0025,6943.2775,4.458333333333333,4.5,9.0,1.0,2.75,6.0,1.4166666666666667,1.0,3.0,1.0,1.0,2.0
3015,Il faudrait que tu lui parles de ça demain en réunion et que tu demandes à Adrian de m'envoyer une photo de lui et la traduction du contrat en croate,B1,88.23,1,6.34,7653.576896551724,4394.7,25220.86,0.58,909.77,12909.08,9565.867586206898,3315.95,38928.92,1.08,984.46,15832.09,7449.518965517242,4394.7,25220.86,0.17,122.47,12909.08,3.6551724137931036,2.0,10.0,1.0,2.0,6.0,1.3448275862068966,1.0,3.0,1.0,1.0,2.0
3016,"Il existe une théorie sur l'attrait exercé par la courbe féminine sur l'homme, et cette théorie est qu'une femme callipyge signale.",C2,82.65,2,12.01,4352.837619047619,136.24,32236.5,0.0,27.92,2520.11,4905.456666666667,148.18,23633.92,0.07,15.27,5320.47,3725.789523809525,85.86,19417.69,0.0,22.07,2520.11,4.333333333333333,3.0,9.0,1.0,2.0,6.0,1.5714285714285714,1.0,3.0,1.0,1.0,2.0
3017,La faiblesse des taux d'intérêt contribue à alimenter des risques liés aux expositions au secteur du logement.,C1,64.63,4,13.8,2850.904117647059,54.68,14946.48,5.63,12.36,4394.7,4612.567647058823,46.08,23633.92,2.64,13.99,6882.16,2844.7494117647057,24.57,14946.48,0.97,8.37,4394.7,5.0,4.0,11.0,1.0,2.0,8.0,1.7058823529411764,1.0,4.0,1.0,1.0,2.0
3018,"Les fans des costumes de Carrie Bradshaw dans ""Sex and the City"" se régaleront devant les tenues d'Emily, de la même créatrice, Patricia Field (même si on lève les yeux au ciel quand Emily se met à porter des bérets).",B2,63.36,3,7.96,4421.086363636364,1004.83,25220.86,0.47,54.68,6055.71,6880.501818181819,1358.65,38928.92,0.0,55.88,10624.93,4377.624242424243,907.69,25220.86,0.16,54.68,6055.71,3.909090909090909,4.0,10.0,1.0,2.0,5.0,1.3333333333333333,1.0,4.0,1.0,1.0,1.0
3019,comment manger en permanence et de préférence des mets délicieux,B1,64.37,3,13.14,5194.713000000001,781.58,25220.86,5.73,138.87,5964.2025,8082.704,682.165,38928.92,12.64,81.82499999999999,10151.84,5082.424000000001,382.98,25220.86,4.65,53.4225,5964.2025,5.5,5.0,10.0,2.0,2.25,8.5,1.8,1.5,3.0,1.0,1.0,2.75
3020,Une consigne qui est suivie de près par les Japonais.,A2,101.17,1,6.18,8359.827000000001,3803.53,32236.5,5.24,538.8525,8517.2475,9117.797,5825.165,38928.92,12.64,451.33750000000003,13393.717499999999,6852.212000000001,3549.0,25220.86,3.04,41.775,8517.2475,4.3,3.0,8.0,2.0,3.0,5.5,1.4,1.0,3.0,1.0,1.0,1.75
3021,Je suis le mouton,A1,107.26,0,-2.91,10435.425,7871.65,25983.2,15.2,1571.705,16735.37,7538.327500000001,5905.945000000001,18310.95,30.47,719.4575,12724.815,10365.37,7736.1,25983.2,6.08,1366.1,16735.37,3.5,3.0,6.0,2.0,2.0,4.5,1.25,1.0,2.0,1.0,1.0,1.25
3022,"Quand je reviendrai, j'offrirai beaucoup d'amour à ceux que j'aprécie et je couvrirai mes enfants de présents.",B1,64.63,4,12.82,6577.959411764707,735.59,25983.2,53.7,88.29,12190.4,6398.406470588236,725.68,38928.92,2.91,133.51,10862.77,6473.141176470589,626.0,25983.2,1.03,64.31,12190.4,4.0588235294117645,3.0,10.0,1.0,2.0,7.0,1.411764705882353,1.0,3.0,1.0,1.0,2.0
3023,"Mes souvenirs reparurent, d'abord confus, bientôt plus vifs.",C2,66.4,2,15.91,687.7912499999999,58.96,4062.45,0.8,19.9675,414.27750000000003,819.4012499999999,132.32999999999998,5014.53,2.97,31.842499999999998,403.55,680.9337499999999,43.735,4062.45,0.0,6.33,414.27750000000003,5.5,5.0,10.0,1.0,3.75,7.5,1.75,1.5,3.0,1.0,1.0,2.25
3024,Elle a les cheveux mi-longs.,A1,98.89,0,3.8,5349.065,2342.275,18559.22,8.97,131.9575,7670.4175,5862.625,3718.1749999999997,14662.3,5.61,314.225,11348.48,3289.1000000000004,2318.345,8720.38,8.97,42.277499999999996,5893.315,3.6666666666666665,3.5,7.0,1.0,2.25,4.75,1.1666666666666667,1.0,2.0,1.0,1.0,1.0
3025,"Équipé d'une caméra, d'un téléphone portable et d'un ordinateur, il aide le client à faire ses courses directement dans le magasin.",B1,60.57,5,11.72,3845.9752380952377,112.12,13652.76,6.27,54.68,8813.48,5224.887142857142,81.22,20879.73,0.61,6.35,8296.08,3549.564285714286,54.68,13652.76,1.65,41.64,4658.59,4.666666666666667,4.0,11.0,1.0,2.0,7.0,1.7619047619047619,1.0,4.0,1.0,1.0,3.0
3026,"C'est aussi le plus tardif dit Clare Nullis, la porte-parole de l'Organisation météorologique mondiale : ""C'est un record, dans tous les sens du terme",B1,58.54,3,13.0,4489.035454545455,868.0899999999999,25220.86,0.71,19.759999999999998,5624.26,6352.896363636363,988.645,38928.92,1.82,11.5875,7942.6,4219.0650000000005,599.39,25220.86,0.47,14.035,4592.6175,4.090909090909091,4.0,14.0,1.0,2.0,5.0,1.4545454545454546,1.0,6.0,1.0,1.0,1.75
3027,Le docteur offre un travail pour combien de temps ?,A1,102.19,0,7.39,6695.878888888889,1031.05,25220.86,177.8,389.83,12087.62,8772.335555555555,1289.39,38928.92,87.36,213.99,13550.68,6678.237777777778,1031.05,25220.86,51.81,367.43,12087.62,4.555555555555555,5.0,7.0,2.0,2.0,7.0,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
3028,"Tu n'es pas seulement un lâche, tu es un traître, comme ta petite taille le laissait deviner.",B1,94.07,1,7.31,7306.554117647059,1334.1,32236.5,9.67,171.08,13652.76,4773.045294117647,1541.96,18310.95,11.08,112.3,8795.14,5387.444705882353,1265.97,18188.15,7.78,41.32,12087.62,4.176470588235294,3.0,9.0,1.0,2.0,6.0,1.3529411764705883,1.0,3.0,1.0,1.0,1.0
3029,Je suis en train de repeindre ma chambre.,A2,117.92,0,4.31,7735.018750000001,2218.7200000000003,25983.2,5.05,280.3,10572.475,7731.1825,1308.14,38928.92,6.96,382.145,9265.119999999999,7696.400000000001,2083.17,25983.2,2.79,259.0475,10572.475,4.125,3.0,9.0,2.0,2.0,5.5,1.125,1.0,2.0,1.0,1.0,1.0
3030,"Giscard se laisse filmer durant ses vacances à la montagne ou à la plage, il apparaît en short, puis torse nu lors d'un match de football organisé entre notables de Chamalières, village dont il fut longtemps le maire",C1,65.39,3,10.05,5307.418888888888,239.8,32236.5,0.63,46.87,12190.4,7062.672222222223,584.765,38928.92,2.97,61.2525,15272.125,4384.857500000001,153.405,25220.86,0.52,32.589999999999996,7314.860000000001,4.305555555555555,4.0,9.0,1.0,2.0,6.0,1.3611111111111112,1.0,4.0,1.0,1.0,2.0
3031,Les deux veuves se souvinrent avec mélancolie de leurs jeunes années.,C1,85.44,1,12.1,3878.3445454545454,316.25,25220.86,2.6,270.28499999999997,3259.33,6167.064545454545,886.55,38928.92,21.01,295.475,5294.09,3815.0636363636368,243.56,25220.86,0.01,32.36,3259.33,5.2727272727272725,5.0,10.0,2.0,3.5,6.0,1.5454545454545454,1.0,4.0,1.0,1.0,2.0
3032,"En effet, Monsieur Helmut Kohl donne priorité aux Allemands de l'Est, hein",C1,77.06,2,10.83,3126.22,437.2,25220.86,0.0,63.67,1022.6600000000001,4651.922727272727,192.36,38928.92,0.14,46.625,1401.79,3034.9845454545457,401.06,25220.86,0.0,54.46,709.55,4.636363636363637,4.0,9.0,1.0,2.5,6.5,1.6363636363636365,1.0,4.0,1.0,1.0,2.0
3033,Je trouve inadmissible que le directeur ne tienne pas ses promesses,B1,85.44,2,11.58,7900.899999999998,1335.49,25983.2,2.29,284.7,15920.455000000002,5457.047272727273,3105.41,18310.95,3.04,390.71000000000004,9828.955,6875.676363636364,757.68,25983.2,2.24,34.7,13504.895,5.181818181818182,3.0,12.0,2.0,2.5,7.5,1.5454545454545454,1.0,4.0,1.0,1.0,1.5
3034,Elle passe aussi à la boulangerie et elle achète une baguette toute chaude et des croissants pour le petit-déjeuner,A1,77.32,2,12.01,5204.307,3734.64,14946.48,3.85,239.065,8978.4875,7545.375,4684.795,23633.92,8.04,139.6125,12546.435000000001,4987.8375,2961.43,14946.48,2.31,47.695,8978.4875,4.8,4.5,11.0,1.0,2.75,6.0,1.5,1.0,4.0,1.0,1.0,2.0
3035,"Ils ont chaud, donc ils profitent de la piscine du camping et de la mer pour se baigner.",B1,100.41,0,4.64,7398.047777777779,3075.07,25220.86,4.2,89.7725,14437.13,10281.287777777778,4503.885,38928.92,3.24,149.375,18860.0,6419.207777777779,2944.42,25220.86,1.67,62.5225,11451.4475,3.8333333333333335,3.0,9.0,2.0,2.0,4.75,1.2222222222222223,1.0,2.0,1.0,1.0,1.0
3036,"La gouvernante avait le nez bossué de verrues qui faisaient penser à des taupinières et les joues creuses, de larges sillons, comme les champs, après les labours d'octobre.",C2,75.54,2,12.02,6210.827142857143,1905.775,25220.86,0.0,15.47,9657.71,8794.539999999999,2149.56,38928.92,0.61,21.93,14662.3,5190.900000000001,267.975,25220.86,0.0,4.4925,8720.38,4.75,5.0,11.0,1.0,2.75,6.25,1.4285714285714286,1.0,3.0,1.0,1.0,2.0
3037,Ce n'était pas tant une décision stratégique qu'une nécessité.,B1,58.03,3,13.83,3533.6444444444446,66.48,18188.15,3.21,9.67,5219.1,2432.74,60.0,9587.97,1.55,11.08,2958.58,3532.186666666667,54.63,18188.15,2.26,9.67,5219.1,4.777777777777778,3.0,11.0,1.0,2.0,8.0,1.7777777777777777,1.0,4.0,1.0,1.0,3.0
3038,"La première modernité a inventé l'universalisme abstrait, qui définissait tout ce que les individus ont en commun.",C1,35.19,5,14.85,4878.197058823529,1058.64,18559.22,0.71,25.08,5689.68,5255.77588235294,1639.19,23633.92,1.35,31.42,8732.57,3061.383529411765,1058.64,14946.48,0.14,12.55,5344.98,4.823529411764706,3.0,11.0,1.0,2.0,8.0,1.8235294117647058,1.0,4.0,1.0,1.0,2.0
3039,Je viens de province.,A1,107.26,0,1.45,13494.972500000002,13992.34,25983.2,12.01,2075.8675000000003,25411.445,12834.225,6188.650000000001,38928.92,30.68,1143.5675,17879.3075,13039.77,13082.835000000001,25983.2,10.21,711.16,25411.445,4.25,3.5,8.0,2.0,2.0,5.75,1.25,1.0,2.0,1.0,1.0,1.25
3040,"C'est le principe de responsabilité élargie du producteur, initié par la directive européenne de 2003, qui leur impose de prendre en charge la fin de vie de leurs appareils.",B2,59.81,5,11.5,6817.640357142858,652.52,25220.86,3.43,25.675,13976.19,10419.169642857141,869.93,38928.92,4.73,38.14,19641.6925,6754.17642857143,371.65,25220.86,0.31,8.81,13976.19,4.785714285714286,3.0,14.0,1.0,2.0,7.0,1.7142857142857142,1.0,6.0,1.0,1.0,2.25
3041,Elle a été perçue comme un moyen de transport puéril.,B2,101.17,0,6.18,9506.576,3423.305,32236.5,3.73,36.1225,16941.32,9096.648,5210.405,38928.92,9.59,57.515,13363.2125,5161.603,1683.65,25220.86,0.4,23.1125,5893.315,4.3,4.5,9.0,1.0,2.25,5.75,1.5,1.5,2.0,1.0,1.0,2.0
3042,"Les randonneurs sont rares, et souvent médiocres",B2,82.14,1,14.04,8423.515714285715,4929.44,32236.5,0.4,84.405,10814.73,7895.172857142857,4264.32,20879.73,0.2,187.095,14873.884999999998,4022.052857142857,1449.03,12909.08,0.2,73.12,6824.91,4.857142857142857,4.0,11.0,2.0,2.5,6.0,1.4285714285714286,1.0,3.0,1.0,1.0,1.5
3043,"certes les technologies ne sont pas forcément, nécessairement présentes.",C2,43.31,3,20.91,9060.727777777778,53.7,32236.5,3.31,17.57,18188.15,5841.388888888888,80.74,15085.47,0.54,29.12,13841.89,4640.1322222222225,24.23,18188.15,1.39,3.31,8720.38,6.888888888888889,6.0,14.0,2.0,3.0,9.0,2.111111111111111,1.0,5.0,1.0,1.0,3.0
3044,Il faut savoir que sur le lac de Côme l'industrie des pêcheurs place des lignes dormantes à une grande distance des bords.,B2,88.99,1,8.82,4972.195238095238,2520.11,25220.86,1.62,79.9,6055.71,7041.3671428571415,2003.58,38928.92,3.92,162.3,10624.93,4695.004761904763,1318.11,25220.86,0.17,31.16,6055.71,4.095238095238095,3.0,9.0,1.0,3.0,6.0,1.1904761904761905,1.0,2.0,1.0,1.0,1.0
3045,Merci beaucoup pour toutes le belles histoires que je trouve très utiles pour améliorer mon français.,A2,87.72,1,13.22,4360.29125,1462.705,25983.2,22.34,374.515,4845.3125,3393.344375,1046.655,18310.95,8.65,344.36,4036.5225,4023.311875,502.22,25983.2,8.52,60.787499999999994,4656.38,5.3125,5.5,9.0,2.0,3.75,6.5,1.5,1.0,4.0,1.0,1.0,2.0
3046,"Lors donc que j'entendais la médiocrité disserter avec complaisance sur des principes bien établis, bien incontestables, en fait de morale, de convenance ou de religion, choses qu'elle met assez volontiers sur la même ligne, je me sentais poussé à la contredire, non que j'eusse adopté des opinions opposées, mais parce que j'étais impatienté d'une conviction si ferme et si lourde.",C2,28.34,9,13.59,4203.675666666667,760.1,25983.2,0.22,25.939999999999998,4392.695,5399.4929999999995,826.385,38928.92,0.95,27.7675,4677.9075,4014.159999999999,429.78999999999996,25983.2,0.01,12.355,4213.78,4.733333333333333,4.0,14.0,1.0,2.0,6.25,1.6166666666666667,1.0,4.0,1.0,1.0,2.0
3047,"Sur une sorte de haquet, deux futailles de vin posaient, car c'était pour fêter la surprise d'un petit convoi républicain que Charette avait accordé cette débauche à son armée.",C2,67.17,2,11.91,4446.8667857142855,227.2,25220.86,0.0,48.445,4845.3125,6060.397142857143,439.185,38928.92,0.2,18.087500000000002,5539.9125,3740.221071428571,167.765,25220.86,0.0,8.1225,2722.8025000000002,4.571428571428571,4.5,11.0,1.0,3.0,6.0,1.5357142857142858,1.0,4.0,1.0,1.0,2.0
3048,"Pas au point qu'il faille en limiter la consommation, mais tout de même. D'autres éditeurs exploitent le créneau, et Internet regorge de sites intéressants qui permettent une approche moins scolaire, certes, mais tellement plus amusante, des mathématiques.",C2,70.46,6,15.78,4239.829189189189,183.7,25220.86,1.75,11.19,5516.52,5686.965405405405,196.15,38928.92,0.0,11.15,7923.24,4223.991891891892,183.7,25220.86,0.58,3.85,5344.98,5.486486486486487,5.0,13.0,1.0,3.0,8.0,1.6756756756756757,1.0,4.0,1.0,1.0,2.0
3049,Un lieu plutôt réservé aux repas en famille ou entre amis.,B1,85.44,1,6.3,2016.16,384.92,12087.62,34.31,196.2,1209.8,2614.152727272727,354.12,13550.68,47.57,270.98,2168.715,1964.248181818182,357.75,12087.62,14.65,181.76,1209.8,4.2727272727272725,4.0,7.0,2.0,2.5,5.5,1.5454545454545454,1.0,3.0,1.0,1.0,2.0
3050,"Le centre Victor Hugo, situé à 20 minutes en bus de la mairie, dans le quartier des universités, est un lieu pour tous, petits et grands, jeunes et moins jeunes.",B1,80.87,1,7.67,6659.901851851852,2948.75,32236.5,10.44,239.505,12549.74,8562.988518518518,3171.35,38928.92,10.54,234.495,16698.21,6025.317407407407,910.39,25220.86,2.42,60.82,12549.74,4.222222222222222,4.0,11.0,1.0,2.0,6.0,1.3333333333333333,1.0,5.0,1.0,1.0,1.0
3051,Aucune décision russe n'est attendue avant l'élection présidentielle de mars.,C1,49.65,4,18.94,2750.968,72.37,25220.86,4.42,15.38,448.8825,4054.1549999999997,54.254999999999995,38928.92,1.96,16.165,474.4225,2614.107,39.74,25220.86,1.85,9.69,174.815,5.4,5.0,14.0,1.0,2.5,7.5,1.9,1.5,4.0,1.0,1.0,2.75
3052,"Pourtant ni parmi les nobles, ni parmi les marchands, ni parmi les laboureurs il ne se put trouver de vierge assez irréprochable.",B2,74.27,2,10.39,4476.402727272727,377.64,25220.86,0.2,69.17,7921.402499999999,5737.208181818182,662.36,38928.92,2.43,171.96,12028.36,3771.8036363636365,351.28999999999996,25220.86,0.02,31.85,7243.727499999999,4.7727272727272725,4.0,13.0,2.0,2.0,6.0,1.5454545454545454,1.0,4.0,1.0,1.0,2.0
3053,Neige épaisse et glace empêchent les bisons d'atteindre l'herbe.,C1,102.19,0,15.11,2444.805555555555,66.82,12909.08,2.65,39.34,121.85,3998.4533333333334,90.61,20879.73,2.97,3.92,171.28,2429.4655555555555,54.68,12909.08,1.16,3.28,78.26,4.333333333333333,5.0,9.0,1.0,2.0,6.0,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
3054,La misandrie est-elle une apologie de la haine des hommes ou le signe d'une possible égalité hommes-femmes ?,C2,71.99,4,12.12,6930.367777777778,1353.75,32236.5,0.17,112.4,12216.532500000001,8525.49888888889,1914.355,38928.92,1.22,173.95,13970.335,6085.271666666666,963.195,25220.86,0.17,99.2825,12216.532500000001,4.166666666666667,3.5,8.0,1.0,2.0,6.0,1.3888888888888888,1.0,4.0,1.0,1.0,1.0
3055,On dirait qu'elle a pleuré ou qu'elle va pleurer.,A2,102.19,0,5.42,5010.656666666666,1583.95,18559.22,22.07,191.64,8586.4,3120.688888888889,2429.86,12800.81,1.55,163.31,4832.5,2246.343333333333,190.63,8586.4,16.91,22.07,3382.55,3.3333333333333335,2.0,7.0,1.0,2.0,6.0,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
3056,"Ainsi, en Amérique latine, en Asie de l'Est et du Sud-Est, et même au sein du sous-continent indien, de gros progrès ont été accomplis depuis trente ans.",C1,76.56,2,8.59,6659.996071428572,675.265,32236.5,0.34,24.7375,7494.530000000001,7282.321785714286,859.255,38928.92,1.08,48.8325,9749.63,4452.672857142857,601.06,25220.86,0.34,18.8125,4718.445,4.0,3.0,9.0,1.0,2.0,6.0,1.4285714285714286,1.0,3.0,1.0,1.0,2.0
3057,"Il avait adopté le signe de la croix ; il s'était dit un Autrichien d'une lignée ancienne presque éteinte, exhibant, pour étayer son histoire, les preuves les plus stupéfiantes et les plus inadéquates : des armes auxquelles il n'avait aucun droit et une liste d'ancêtres (prénoms chrétiens compris) qui n'avaient jamais existé.",C2,45.85,4,14.12,4452.5091999999995,213.92000000000002,25220.86,0.61,26.685,8517.2475,5964.0282,270.24,38928.92,0.81,18.955,12256.84,3985.4662,178.79500000000002,25220.86,0.04,9.67,7700.525000000001,4.7,4.5,12.0,1.0,2.0,6.75,1.52,1.0,4.0,1.0,1.0,2.0
3058,"Cet héritage s'est d'ailleurs vite révélé hétérogène: les pays pauvres d'Asie orientale, les plus éloignés des anciennes métropoles, émergent à des degrés divers dans l'économie mondiale dès les années 1970-1980.",C2,51.43,5,16.95,2119.0689655172414,78.26,12190.4,0.14,21.3,4062.45,3455.9710344827586,154.86,19209.05,0.34,14.53,5014.53,2104.0665517241378,54.68,12190.4,0.14,7.86,4062.45,4.931034482758621,4.0,10.0,1.0,3.0,8.0,1.6896551724137931,1.0,4.0,1.0,1.0,2.0
3059,Il ne pourra pas rentrer en boîte de nuit puisqu'il a perdu sa carte d'identité.,A2,81.38,1,6.49,7461.535999999999,1276.29,25220.86,0.03,338.735,15705.54,7131.174666666667,2659.8,38928.92,0.0,206.99,10797.974999999999,5637.172,557.56,25220.86,0.03,90.64500000000001,9786.92,3.533333333333333,3.0,7.0,1.0,2.0,5.0,1.2,1.0,2.0,1.0,1.0,1.0
3060,Il a les cheveux blonds,A1,113.61,0,0.32,8129.049999999998,8720.38,18559.22,21.45,121.27,13222.93,8728.528,12800.81,15832.09,76.76,270.68,14662.3,5682.7660000000005,6350.91,13222.93,3.45,116.16,8720.38,3.8,3.0,7.0,1.0,2.0,6.0,1.2,1.0,2.0,1.0,1.0,1.0
3061,Ne nous fâchons donc contre aucune théorie puisque chacune d'elles est simplement l'expression généralisée d'un tempérament qui s'analyse.,C1,48.89,5,19.78,3689.5694444444443,68.67500000000001,32236.5,0.33,40.39,537.81,2350.341111111111,83.88499999999999,15085.47,2.3,11.08,554.8325,2468.840555555556,68.67500000000001,19417.69,0.05,30.045,537.81,5.111111111111111,5.0,11.0,1.0,2.25,7.0,1.8333333333333333,1.0,5.0,1.0,1.0,2.0
3062,"A Marrakech en 2001, 15 pays avaient décidé de créer un fonds spécial changements climatiques.",C1,74.02,4,12.29,6729.095,205.165,25220.86,0.51,72.2225,13705.52,7284.071666666666,227.87,38928.92,0.27,35.120000000000005,12800.81,4150.034166666667,73.225,25220.86,0.25,24.8875,5854.9875,5.25,5.0,11.0,1.0,2.0,7.0,1.8333333333333333,2.0,3.0,1.0,1.0,2.25
3063,Il y a beaucoup d'attente pour les ascenseurs (pour monter les étages) mais je suis enfin au sommet et peux apprécier la vue sur Paris,B1,78.59,2,7.84,5684.878399999999,3737.75,25983.2,17.44,87.84,8720.38,5968.521200000001,3086.76,23633.92,2.97,144.39,10862.77,5020.9036,2520.11,25983.2,2.48,84.42,7078.55,4.0,4.0,10.0,1.0,2.0,5.0,1.4,1.0,3.0,1.0,1.0,2.0
3064,Ces gens vivent en autarcie totale.,B2,90.51,1,7.18,1340.2383333333335,552.24,5689.68,0.17,145.99,1065.455,1865.2933333333333,434.865,8732.57,0.34,133.5625,1275.71,1258.7350000000001,312.395,5689.68,0.17,19.07,1065.455,4.833333333333333,5.0,8.0,2.0,3.25,6.0,1.5,1.0,3.0,1.0,1.0,1.75
3065,Je refusais l'idée même de passer des commandes plus petites.,B1,79.09,1,10.24,6508.5779999999995,1301.145,25983.2,31.36,334.89250000000004,5557.395,6967.244000000001,1450.305,38928.92,3.92,405.895,9222.33,6273.246,626.6850000000001,25983.2,2.15,67.94,5557.395,4.6,4.0,9.0,1.0,2.25,6.75,1.5,1.0,3.0,1.0,1.0,2.0
3066,"""Il est parti pour la montagne l'automne dernier, et comme il n'est pas revenu, je crains que les loups ne l'aient mangé."" Et elle commença à pleurer.",A2,90.26,2,6.84,7681.913333333332,4100.9,32236.5,9.67,154.54,13066.005000000001,7464.794074074074,3429.32,23633.92,3.92,135.81,14873.884999999998,6775.522592592592,3330.88,25983.2,3.95,58.864999999999995,13066.005000000001,3.7037037037037037,3.0,8.0,1.0,2.0,5.0,1.3333333333333333,1.0,3.0,1.0,1.0,1.5
